FromID,ToID,Relation_value,Relation_type,Relation_Context_CellType,Relation_Context_DiffDay,Relation_Context_Depot,Relation_Context_Stimulation,FromType,ToType
2075,2334,0.905729700288362,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2077,2334,0.905729700288362,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2076,2334,0.905729700288362,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2002,2334,0.905729700288362,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2078,2334,0.905729700288362,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2009,2334,0.905729700288362,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1317,2,0.905475608245002,lm_estimate,AMSC,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1331,2,0.905475608245002,lm_estimate,AMSC,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1321,2,0.905475608245002,lm_estimate,AMSC,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1316,2,0.905475608245002,lm_estimate,AMSC,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1322,2,0.905475608245002,lm_estimate,AMSC,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1327,2,0.905475608245002,lm_estimate,AMSC,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1332,2,0.905475608245002,lm_estimate,AMSC,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1591,19,0.897360664369728,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1590,19,0.897360664369728,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1588,19,0.897360664369728,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
238,950,0.892167301644408,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
237,950,0.892167301644408,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1331,2326,0.872039205341813,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1823,19,0.87183439445406,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1818,19,0.87183439445406,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1815,19,0.87183439445406,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1824,19,0.87183439445406,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1516,2342,0.864295365148399,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1596,2342,0.863789853132958,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2276,2339,0.860720295422989,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
147,2342,0.858088079450267,lm_estimate,AMSC-BODIPYNeg,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
145,2342,0.858088079450267,lm_estimate,AMSC-BODIPYNeg,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
152,2342,0.858088079450267,lm_estimate,AMSC-BODIPYNeg,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
87,200,0.850250528351945,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
199,200,0.850250528351945,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1246,200,0.850250528351945,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1316,200,0.850250528351945,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1675,2342,0.84529350213455,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1674,2342,0.84529350213455,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1673,2342,0.84529350213455,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1089,22,0.843446858155205,lm_estimate,AMSC-BODIPYNeg,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1087,22,0.843446858155205,lm_estimate,AMSC-BODIPYNeg,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
66,2,0.84315282031303,lm_estimate,AMSC-BODIPYNeg,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
